refinebio_accession_code,experiment_accession,score_age,score_sex,score_patient,score_stage,score_tissue,score_metastasis,score_histology,score_cell_line_col,score_cell_line_text,score_primary_human_text,net_score,primary_score,cell_line_score,score_cancer_cols,score_cancer_text
GSM2158890,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2858702,GSE106977,0,0,0,0,1,0,0,0,0,4,5,5,0,0,1
GSM3289447,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289616,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM391059,GSE15622,0,0,0,0,0,0,0,0,0,6,6,6,0,0,1
GSM467586,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM4774182,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM562984,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM578806,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM713987,GSE28826,1,1,0,0,1,0,0,0,0,10,13,13,0,1,3
GSM728976,GSE29449,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,3
GSM781563,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM805314,GSE32518,1,0,0,0,1,0,0,0,0,4,6,6,0,0,1
GSM825539,GSE33377,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
GSM925743,GSE37699,0,0,0,0,0,0,0,-1,-4,0,-5,0,5,0,0
GSM1016574,GSE41408,0,0,0,1,0,1,0,0,0,2,4,4,0,2,0
GSM1128101,GSE46280,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1275085,GSE52735,0,0,0,1,0,0,0,0,0,4,5,5,0,1,3
GSM1380058,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1437837,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1587084,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587172,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1672363,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673800,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1888117,GSE73172,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM2256993,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2770800,GSE103412,0,0,1,1,1,0,0,0,0,7,10,10,0,1,7
GSM2770802,GSE103412,0,0,1,1,1,0,0,0,0,7,10,10,0,1,7
GSM3184118,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM381254,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM467563,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM467601,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM4774213,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM530872,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM540281,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM540353,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM550945,GSE22152,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5
GSM578786,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM578812,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM585491,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM601788,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM601800,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM773654,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781464,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781596,GSE31448,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
GSM782961,GSE31546,0,1,0,1,0,0,1,0,0,0,3,3,0,2,0
GSM825569,GSE33377,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
GSM884011,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM978701,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM989171,GSE40240,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM100579,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1016575,GSE41408,0,0,0,1,0,1,0,0,0,2,4,4,0,2,0
GSM1019261,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1049124,GSE42743,0,1,0,1,0,0,0,0,0,2,4,4,0,1,1
GSM110754,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1320156,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320164,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1379825,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1379860,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1379878,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1437929,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438074,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1672321,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672452,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673733,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1831493,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1831560,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1898191,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM2157794,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2159621,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256910,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2770770,GSE103412,0,0,1,1,1,0,0,0,0,5,8,8,0,1,3
GSM3184261,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM423034,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM423058,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM4774215,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM4774242,GSE157738,0,0,1,0,0,0,0,0,0,5,6,6,0,0,3
GSM505531,GSE16716,1,0,0,0,1,0,1,0,0,16,19,19,0,1,8
GSM540320,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM559054,GSE22513,0,0,0,0,1,0,0,0,0,13,14,14,0,0,2
GSM601750,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM601775,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM601811,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM757652,GSE30536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM789985,GSE31852,0,0,0,0,0,0,0,0,0,5,5,5,0,0,1
GSM865140,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM865145,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM883952,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM956634,GSE39133,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978586,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM978700,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1003007,GSE40837,1,0,0,0,1,0,0,0,0,10,12,12,0,0,4
GSM100520,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM100584,GSE4475,1,1,0,0,0,0,0,0,0,0,2,2,0,0,13
GSM1019166,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM110757,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1164337,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM123199,GSE5388,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
GSM1275094,GSE52735,0,0,0,1,0,0,0,0,0,4,5,5,0,1,3
GSM1336392,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1379858,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1380119,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1381601,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1420050,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1422193,GSE58911,1,0,1,1,1,0,0,0,0,7,11,11,0,1,6
GSM1437833,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1442204,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1445975,GSE59745,0,0,0,1,0,1,0,0,0,6,8,8,0,2,1
GSM1587123,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1673721,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1831526,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1898164,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1898199,GSE73578,1,1,0,0,0,0,0,0,0,6,8,8,0,0,3
GSM1945122,GSE75207,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM1958634,GSE75535,1,1,0,1,0,0,0,0,0,3,6,6,0,2,2
GSM2112352,GSE80077,1,0,0,1,0,0,1,0,0,7,10,10,0,2,0
GSM2158905,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2159620,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM3183890,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289458,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289667,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM364637,GSE14580,0,0,0,0,1,0,0,0,0,2,3,3,0,0,0
GSM381273,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM422985,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM467526,GSE18864,1,0,0,1,0,0,0,0,0,2,4,4,0,1,5
GSM559059,GSE22513,0,0,0,0,1,0,0,0,0,13,14,14,0,0,2
GSM563051,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM578638,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM601797,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM615768,GSE25065,1,0,0,1,1,0,0,0,0,9,12,12,0,1,2
GSM773633,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781347,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781402,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781407,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781488,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781565,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM805375,GSE32518,1,0,0,0,1,0,0,0,0,5,7,7,0,0,1
GSM884091,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM913228,GSE37180,0,0,1,0,0,0,0,0,0,3,4,4,0,0,1
GSM956662,GSE39134,1,1,0,1,1,0,1,0,0,1,6,6,0,2,1
GSM978629,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1019322,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1037351,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM110641,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110854,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1379908,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1380075,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1422213,GSE58911,1,0,1,1,1,0,0,0,0,7,11,11,0,1,6
GSM1437935,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1587078,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1587150,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1624454,GSE66525,1,1,0,0,0,0,0,0,0,4,6,6,0,1,4
GSM1672431,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673706,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1943717,GSE75132,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM2159604,GSE73174,1,1,1,0,0,0,0,0,0,2,5,5,0,0,0
GSM2256997,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM3183972,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289529,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289554,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM364644,GSE14580,0,0,0,0,1,0,0,0,0,2,3,3,0,0,0
GSM399743,GSE15913,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4
GSM411259,GSE16391,1,0,0,1,1,0,0,0,0,3,6,6,0,1,4
GSM459006,GSE18409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM505501,GSE16716,1,0,0,0,1,0,1,0,0,16,19,19,0,1,8
GSM540162,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM563054,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM578643,GSE23593,0,0,1,1,0,0,0,0,0,9,11,11,0,2,2
GSM578776,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM578778,GSE23597,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM601792,GSE24427,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM635880,GSE25904,0,0,0,0,0,0,0,-1,-4,0,-5,0,5,0,0
GSM728977,GSE29449,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,3
GSM773557,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781415,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781454,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781475,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781617,GSE31448,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
GSM782546,GSE31519,0,0,0,1,1,0,0,0,0,3,5,5,0,2,0
GSM782586,GSE31519,0,0,0,1,1,0,0,0,0,3,5,5,0,2,0
GSM798639,GSE32226,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM805317,GSE32518,1,0,0,0,1,0,0,0,0,5,7,7,0,0,1
GSM884147,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884212,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM927024,GSE37751,1,0,0,1,1,0,0,0,0,2,5,5,0,3,2
GSM978569,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1049555,GSE42763,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM110647,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1275087,GSE52735,0,0,0,1,0,0,0,0,0,4,5,5,0,1,3
GSM1320153,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320182,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1320265,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1323167,GSE54747,0,0,0,1,1,0,0,0,0,3,5,5,0,1,0
GSM1336382,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1336395,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1379948,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1380112,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1400662,GSE58093,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM1414314,GSE58573,0,0,0,0,1,0,0,0,0,5,6,6,0,0,0
GSM1438037,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1624452,GSE66525,1,1,0,0,0,0,0,0,0,4,6,6,0,1,4
GSM1672582,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672621,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1673709,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1885031,GSE73081,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM2257049,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257113,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2466124,GSE93984,0,0,0,1,0,0,0,0,0,10,11,11,0,1,9
GSM3183926,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3183933,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3183943,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3183962,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289699,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM530847,GSE21231,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM540245,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM563012,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM577794,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM710612,GSE28694,1,1,0,0,1,0,0,0,0,10,13,13,0,1,3
GSM718786,GSE29013,0,1,0,1,1,0,1,0,0,6,10,10,0,2,2
GSM805363,GSE32518,1,0,0,0,1,0,0,0,0,5,7,7,0,0,1
GSM825535,GSE33377,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
GSM908158,GSE36990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM908159,GSE36990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM927046,GSE37751,1,0,0,1,1,0,0,0,0,2,5,5,0,3,2
GSM978583,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM983730,GSE40020,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3
GSM110840,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1128099,GSE46280,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1192240,GSE49019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1224696,GSE50614,0,0,1,0,0,0,1,0,0,7,9,9,0,1,0
GSM1320256,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1379827,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1379912,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1381633,GSE57383,1,1,0,0,0,0,0,0,0,1,3,3,0,0,1
GSM1419972,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1437972,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1442224,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1590567,GSE65238,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM1672418,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1672606,GSE68465,1,1,0,1,0,0,1,0,0,2,6,6,0,2,2
GSM1831484,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1831502,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1944595,GSE75173,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0
GSM1945119,GSE75207,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0
GSM2256895,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257026,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2257030,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM2770762,GSE103412,0,0,1,1,1,0,0,0,0,5,8,8,0,1,3
GSM3183901,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184197,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM364629,GSE14580,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM364647,GSE14580,0,0,0,0,1,0,0,0,0,2,3,3,0,0,0
GSM391083,GSE15622,0,0,0,0,0,0,0,0,0,6,6,6,0,0,1
GSM411286,GSE16391,1,0,0,1,1,0,0,0,0,3,6,6,0,1,4
GSM423084,GSE16879,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0
GSM467549,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM467593,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM540117,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM562956,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM577821,GSE23553,0,0,0,0,0,0,0,-1,-1,0,-2,0,2,0,0
GSM757654,GSE30536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM773663,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM773755,GSE31210,1,1,0,1,1,0,0,0,0,1,5,5,0,1,1
GSM781367,GSE31448,1,0,0,1,1,0,1,0,0,5,9,9,0,2,5
GSM781607,GSE31448,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
GSM781641,GSE31448,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5
GSM798648,GSE32226,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM805326,GSE32518,1,0,0,0,1,0,0,0,0,4,6,6,0,0,1
GSM825561,GSE33377,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
GSM827807,GSE33464,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM884019,GSE36221,1,1,1,0,0,0,0,0,0,3,6,6,0,0,0
GSM884180,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM884190,GSE36223,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM978643,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM978706,GSE39754,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0
GSM1003009,GSE40837,1,0,0,0,1,0,0,0,0,10,12,12,0,0,4
GSM1019274,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1019319,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM110651,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM110696,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1238975,GSE51111,1,1,0,0,1,0,1,0,0,3,7,7,0,0,0
GSM1320204,GSE54629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM1336421,GSE55145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
GSM1379847,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1379926,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1380059,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1420043,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1442181,GSE59671,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
GSM1587070,GSE65095,1,0,0,1,0,0,1,0,0,3,6,6,0,3,2
GSM1673726,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1673813,GSE68387,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0
GSM1831563,GSE71258,0,0,1,0,1,0,0,0,0,1,3,3,0,0,3
GSM1884977,GSE73079,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0
GSM1943718,GSE75132,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM2112356,GSE80077,1,0,0,1,0,0,1,0,0,7,10,10,0,2,0
GSM2256912,GSE85047,1,0,0,0,0,0,0,0,0,4,5,5,0,0,1
GSM3183998,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3184021,GSE115577,1,0,0,1,0,0,0,0,0,2,4,4,0,2,2
GSM3289470,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM3289520,GSE117239,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
GSM381215,GSE15258,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0
GSM399723,GSE15913,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4
GSM411250,GSE16391,1,0,0,1,1,0,0,0,0,3,6,6,0,1,4
GSM467524,GSE18864,1,0,0,1,0,0,0,0,0,2,4,4,0,1,5
GSM467575,GSE18864,1,0,0,1,0,0,0,0,0,1,3,3,0,1,6
GSM478597,GSE19285,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM540190,GSE21653,1,0,0,1,1,0,1,0,0,3,7,7,0,2,2
GSM563020,GSE22762,0,0,0,1,0,0,0,0,0,4,5,5,0,1,6
GSM585313,GSE23720,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4
GSM865196,GSE35287,0,1,0,0,1,0,0,0,0,1,3,3,0,0,0
GSM886578,GSE36295,1,0,0,1,1,0,0,0,0,1,4,4,0,1,1
GSM1019224,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1019292,GSE37745,1,1,0,1,0,0,1,0,0,5,9,9,0,3,1
GSM1037309,GSE42296,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0
GSM1049527,GSE42763,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM1049537,GSE42763,1,1,0,0,0,0,0,0,0,1,3,3,0,0,0
GSM110863,GSE4922,1,0,0,1,0,0,1,0,0,7,10,10,0,4,3
GSM1123806,GSE46106,0,0,0,0,1,0,0,0,0,8,9,9,0,0,5
GSM1164392,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1164625,GSE47994,1,0,1,1,1,0,1,0,0,9,14,14,0,3,2
GSM1379913,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1379990,GSE57338,1,1,0,0,1,0,0,0,0,0,3,3,0,0,0
GSM1419977,GSE58812,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0
GSM1437975,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1438096,GSE59491,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0
GSM1881664,GSE73066,1,1,0,0,1,0,0,0,0,0,3,3,0,0,4
